text	curie	name	predicate	type	contributor	date	language
BSc Hons	QUALO:0000076	bachelor of science with honors	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
BSc in Biochemistry and Molecular Biology	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
BSc in Biology	QUALO:0000036	bachelor of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc in Chemistry	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc in Computer Science	QUALO:0000043	bachelor of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc in Physics	QUALO:0000042	bachelor of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc in Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
BSc Mathematics	QUALO:0000049	bachelor of science in mathematics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc Mechanical Engineering	QUALO:0000045	bachelor of science in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc Microbiology	QUALO:0000036	bachelor of science in biology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc Physics	QUALO:0000042	bachelor of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370		en
BSc(Hons)	QUALO:0000076	bachelor of science with honors	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc.	QUALO:0000024	bachelor of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370		en
BSc. in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
BSc. in Chemistry	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BSc. in Computer Science	QUALO:0000043	bachelor of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BScN	QUALO:0000035	bachelor of science in nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
BVSc	QUALO:0000026	bachelor of veterinary science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
D.Sc.	QUALO:0000065	doctor of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Degree in Biology	QUALO:0000036	bachelor of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree in Chemistry	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree in Computer Science	QUALO:0000043	bachelor of science in computer science	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree in Physics	QUALO:0000042	bachelor of science in physics	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Degree in Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Dipl.-Ing.	QUALO:0000028	bachelor of engineering	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor (PhD)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor degree	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor en Ciencias	QUALO:0000065	doctor of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Ciencias Biológicas	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Ciencias de la Educación	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Ciencias Químicas	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Derecho	QUALO:0000067	doctor of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Educación	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor en Medicina	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctor habilitatus	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	en
Doctor in Biochemistry	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Doctor in Chemistry	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor in Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Doctor in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Doctor in Public Administration	QUALO:0000177	doctor of philosophy in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Doctor of Business Administration	QUALO:0000135	doctor of philosophy in business administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Commerce	QUALO:0000183	doctor of philosophy in commerce	oboInOwl:hasExact		orcid:0000-0003-4423-4370	2024-10-30	en
Doctor of Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Medicine (MD)	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Nursing Practice	QUALO:0000096	doctor of philosophy in nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Pharmacy (PharmD)	QUALO:0000063	doctor of pharmacy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Philosophy (Biochemistry)	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Doctor of Philosophy (Ph.D.)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Philosophy (PhD)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
doctor of philosophy in archaeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Philosophy in Public Administration	QUALO:0000177	doctor of philosophy in public administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
doctor of philosophy in social science	QUALO:0000159	doctor of philosophy in social sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Phylosophy	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym	OMO:0003006	orcid:0000-0003-4423-4370	2024-10-27	en
Doctor of Public Administration	QUALO:0000177	doctor of philosophy in public administration	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Doctor's degree	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctora	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	
Doctora en Educación	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctora en Medicina	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctora en Psicología	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctorado	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Doctorado en Educación	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctoral	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctoral Candidate	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctoral Program	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctoral Researcher	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctoral Student	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctorando	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctorant	QUALO:0000016	doctor of philosophy	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Doctorat	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	
Doctorate	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctorate (PhD)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctorate degree	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doctorate in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Doctorate of Philosophy	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
doctoroflaw	QUALO:0000067	doctor of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Doktor	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
Doktor habilitowany	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	pl
Doktora	QUALO:0000016	doctor of philosophy	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	
Dottorato di Ricerca	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	it
Doutor	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	
Doutora	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Doutorado	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	
Doutorado em Educação	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Doutoramento	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Doutoranda	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Doutorando	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
dphil	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr hab.	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	en
Dr.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr. Eng	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr. habil.	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	de
Dr. habil.	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	en
Dr. med.	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr. phil.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Dr. rer. nat.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
Dr. rer. nat. (PhD)	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
Dr. rer. pol.	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
Dr.-Ing.	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
Dr.Eng.	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
DVM	QUALO:0000070	doctor of veterinary medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Ed.D.	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Executive LL.M.	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Executive LLM	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Executive MBA	QUALO:0000056	master of business administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
FRCPC	QUALO:0000068	doctor of medicine	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Graduada	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Graduado	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Graduanda	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-28	pt
Graduando	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-28	pt
Graduate	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Graduate in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Graduate in Chemistry	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Graduate in Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Graduated	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Graduated in Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Graduation	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Graduation in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Graduation in Chemistry	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Graduation in Psychology	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Graduação	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Graduação em Enfermagem	QUALO:0000025	bachelor of nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Graduação em Medicina	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Habilitation à diriger des recherches	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	fr
Honours Bachelor of Science	QUALO:0000076	bachelor of science with honors	oboInOwl:hasExactSynonym	OMO:0003005	orcid:0000-0003-4423-4370	2024-10-27	en
J.D.	QUALO:0000067	doctor of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Joint PhD	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Juris Doctor	QUALO:0000067	doctor of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Laurea	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	it
Licence	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-28	
Licenciada	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciada en Biología	QUALO:0000036	bachelor of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciada en Enfermería	QUALO:0000025	bachelor of nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciada en Psicología	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370		es
Licenciado	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciado en Biología	QUALO:0000036	bachelor of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciado en Filosofía	QUALO:0000151	bachelor of arts in philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciado en Historia	QUALO:0000152	bachelor of arts in history	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciado en Matemáticas	QUALO:0000049	bachelor of science in mathematics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciado en Psicología	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370		es
Licenciatura	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Ciências Biológicas	QUALO:0000036	bachelor of science in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Filosofia	QUALO:0000151	bachelor of arts in philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Geografia	QUALO:0000040	bachelor of science in geography	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em História	QUALO:0000152	bachelor of arts in history	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Matemática	QUALO:0000049	bachelor of science in mathematics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Pedagogia	QUALO:0000029	bachelor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	pt
Licenciatura em Química	QUALO:0000037	bachelor of science in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Licenciatura en Psicología	QUALO:0000039	bachelor of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370		es
Licenciatura in Biochemistry	QUALO:0000041	bachelor of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	es
License	QUALO:0000003	bachelor's degree	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-28	
Livre-docência	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	pt
LİSANS	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	tr
LL.M.	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
LLM	QUALO:0000054	master of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M. Sc.	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M. Sc. in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
M.A. in Psychology	QUALO:0000191	master of arts in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
M.D	QUALO:0000068	doctor of medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Ed.	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Pharm	QUALO:0000062	master of pharmacy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Phil	QUALO:0000126	master of science in philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.S. degree	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Sc in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
M.Sc.	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Sc. in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
M.Sc. in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Sc. in Psychology	QUALO:0000192	master of science in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
M.Sc. Physics	QUALO:0000112	master of science in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Sc.,	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Sc., Ph.D.	QUALO:0000117	master of science and doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Si	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
M.Tech	QUALO:0000072	master of technology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MA	QUALO:0000060	master of arts	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
MA in Psychology	QUALO:0000191	master of arts in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
MA in Public Administration	QUALO:0000176	master of arts in public administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Maestria	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	it
Maestro	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	it
Maestro en Ciencias	QUALO:0000057	master of science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Maestría	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	es
Maestría en Educación	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Magister	QUALO:0000016	doctor of philosophy	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Magister en Educación	QUALO:0000058	master of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
MASc	QUALO:0000074	master of applied science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Master	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master 2	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master Degree	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master Degree Candidate	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	en
Master Degree in Biochemistry	QUALO:0000173	master of science in biochemistry	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
Master Degree in Computer Science	QUALO:0000119	master of science in computer science	oboInOwl:hasBroadSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
