text	curie	name	predicate	type	contributor	date	language
PhD Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biomedical Engineering	QUALO:0000093	doctor of philosophy in biomedical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biomedical Sciences	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Biotechnology	QUALO:0000113	doctor of philosophy in biotechnology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
phd candidate	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Candidate in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD Candidate in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD Chemistry	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Civil Engineering	QUALO:0000098	doctor of philosophy in civil engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Clinical Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Computer Engineering	QUALO:0000106	doctor of philosophy in computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD degree	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Ecology	QUALO:0000083	doctor of philosophy in ecology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Education	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Electrical and Computer Engineering	QUALO:0000091	doctor of philosophy in electrical and computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Electrical Engineering	QUALO:0000089	doctor of philosophy in electrical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Engineering	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environment Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environmental Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Environmental Science	QUALO:0000085	doctor of philosophy in environmental sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Epidemiology	QUALO:0000100	doctor of philosophy in epidemiology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Fellow	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Geography	QUALO:0000103	doctor of philosophy in geography	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Geology	QUALO:0000101	doctor of philosophy in geology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD History	QUALO:0000020	doctor of philosophy in history	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Immunology	QUALO:0000084	doctor of philosophy in immunology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Accounting	QUALO:0000134	doctor of philosophy in accounting	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Analytical Chemistry	QUALO:0000086	doctor of philosophy in analytical chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Anthropology	QUALO:0000131	doctor of philosophy in anthropology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Applied Linguistics	QUALO:0000095	doctor of philosophy in linguistics	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Applied Mathematics	QUALO:0000019	doctor of philosophy in mathematics	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Archaeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Archeology	QUALO:0000133	doctor of philosophy in archeology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Architecture	QUALO:0000136	doctor of philosophy in architecture	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Astronomy	QUALO:0000110	doctor of philosophy in astrophysics	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Astrophysics	QUALO:0000110	doctor of philosophy in astrophysics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biochemistry	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biochemistry and Molecular Biology	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biochemistry, Molecular Biology and Biomedicine	QUALO:0000104	doctor of philosophy in biochemistry	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
PhD in Bioengineering	QUALO:0000093	doctor of philosophy in biomedical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biological Sciences	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biomedical Engineering	QUALO:0000093	doctor of philosophy in biomedical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biomedical Sciences	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biomedicine	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Biotechnology	QUALO:0000113	doctor of philosophy in biotechnology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Business Administration	QUALO:0000135	doctor of philosophy in business administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Chemical Engineering	QUALO:0000090	doctor of philosophy in chemical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Chemical Sciences	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Chemistry	QUALO:0000077	doctor of philosophy in chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Civil Engineering	QUALO:0000098	doctor of philosophy in civil engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Clinical Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Commerce	QUALO:0000183	doctor of philosophy in commerce	oboInOwl:hasExact		orcid:0000-0003-4423-4370	2024-10-30	en
PhD in Communication	QUALO:0000154	doctor of philosophy in communication	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Computer Engineering	QUALO:0000106	doctor of philosophy in computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Earth Sciences	QUALO:0000137	doctor of philosophy in earth sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Ecology	QUALO:0000083	doctor of philosophy in ecology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Education	QUALO:0000066	doctor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Electrical and Computer Engineering	QUALO:0000091	doctor of philosophy in electrical and computer engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Electrical Engineering	QUALO:0000089	doctor of philosophy in electrical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Engineering	QUALO:0000088	doctor of philosophy in engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in English Literature	QUALO:0000097	doctor of philosophy in english literature	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Environment Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Environmental Engineering	QUALO:0000108	doctor of philosophy in environmental engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Environmental Science	QUALO:0000085	doctor of philosophy in environmental sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Environmental Sciences	QUALO:0000085	doctor of philosophy in environmental sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Epidemiology	QUALO:0000100	doctor of philosophy in epidemiology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Finance	QUALO:0000132	doctor of philosophy in finance	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Genetics	QUALO:0000146	doctor of philosophy in genetics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Geography	QUALO:0000103	doctor of philosophy in geography	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Geology	QUALO:0000101	doctor of philosophy in geology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in health sciences	QUALO:0000148	doctor of philosophy in health sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in History	QUALO:0000020	doctor of philosophy in history	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Immunology	QUALO:0000084	doctor of philosophy in immunology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Industrial Engineering	QUALO:0000105	doctor of philosophy in industrial engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Information Technology	QUALO:0000139	doctor of philosophy in information technology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in International Relation	QUALO:0000160	doctor of philosophy in international relations	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in International Relations	QUALO:0000160	doctor of philosophy in international relations	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Law	QUALO:0000067	doctor of law	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Linguistics	QUALO:0000095	doctor of philosophy in linguistics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Management	QUALO:0000156	doctor of philosophy in management	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Marketing	QUALO:0000155	doctor of philosophy in marketing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Material Engineering	QUALO:0000107	doctor of philosophy in materials engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Materials Engineering	QUALO:0000107	doctor of philosophy in materials engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Materials Science	QUALO:0000157	doctor of philosophy in materials science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Materials Science and Engineering	QUALO:0000107	doctor of philosophy in materials engineering	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Mathematics	QUALO:0000019	doctor of philosophy in mathematics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Medical Science	QUALO:0000161	doctor of philosophy in medical sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-28	en
PhD in Medical Sciences	QUALO:0000161	doctor of philosophy in medical sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-28	en
PhD in Medicine	QUALO:0000138	doctor of philosophy in medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Microbiology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Molecular Biology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Molecular Medicine	QUALO:0000144	doctor of philosophy in molecular medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Neuroscience	QUALO:0000099	doctor of philosophy in neuroscience	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Neurosciences	QUALO:0000099	doctor of philosophy in neuroscience	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Nursing	QUALO:0000096	doctor of philosophy in nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Organic Chemistry	QUALO:0000123	doctor of philosophy in organic chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Pharmaceutical Sciences	QUALO:0000147	doctor of philosophy in pharmacy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Pharmacology	QUALO:0000145	doctor of philosophy in pharmacology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Pharmacy	QUALO:0000063	doctor of pharmacy	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Philology	QUALO:0000143	doctor of philosophy in philology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Philosophy	QUALO:0000125	doctor of philosophy in philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Physical Chemistry	QUALO:0000094	doctor of philosophy in physical chemistry	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Physics	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Political Science	QUALO:0000124	doctor of philosophy in political science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Public Administration	QUALO:0000177	doctor of philosophy in public administration	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-29	en
PhD in Public Health	QUALO:0000114	doctor of philosophy in public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Science	QUALO:0000065	doctor of science	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Sciences	QUALO:0000065	doctor of science	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Social Science	QUALO:0000159	doctor of philosophy in social sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Social Sciences	QUALO:0000159	doctor of philosophy in social sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Sociology	QUALO:0000120	doctor of philosophy in sociology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Statistics	QUALO:0000153	doctor of philosophy in statistics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD in Theoretical Physics	QUALO:0000111	doctor of philosophy in theoretical physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Industrial Engineering	QUALO:0000105	doctor of philosophy in industrial engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD International Relation	QUALO:0000160	doctor of philosophy in international relations	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD International Relations	QUALO:0000160	doctor of philosophy in international relations	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Linguistics	QUALO:0000095	doctor of philosophy in linguistics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Management	QUALO:0000140	doctor of philosophy in management	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Marketing	QUALO:0000155	doctor of philosophy in marketing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Material Engineering	QUALO:0000107	doctor of philosophy in materials engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Materials Engineering	QUALO:0000107	doctor of philosophy in materials engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Mathematics	QUALO:0000019	doctor of philosophy in mathematics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Medical Science	QUALO:0000161	doctor of philosophy in medical sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-28	en
PhD Medical Sciences	QUALO:0000161	doctor of philosophy in medical sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-28	en
PhD Medicine	QUALO:0000138	doctor of philosophy in medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Microbiology	QUALO:0000082	doctor of philosophy in biology	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Neuroscience	QUALO:0000099	doctor of philosophy in neuroscience	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Neurosciences	QUALO:0000099	doctor of philosophy in neuroscience	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Nursing	QUALO:0000096	doctor of philosophy in nursing	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Pharmacy	QUALO:0000063	doctor of pharmacy	oboInOwl:hasRelatedSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Philosophy	QUALO:0000125	doctor of philosophy in philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Physics	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Political Science	QUALO:0000124	doctor of philosophy in political science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Public Health	QUALO:0000114	doctor of philosophy in public health	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Research Scholar	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
phd researcher	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Scholar	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Social Science	QUALO:0000159	doctor of philosophy in social sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Social Sciences	QUALO:0000159	doctor of philosophy in social sciences	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Sociology	QUALO:0000120	doctor of philosophy in sociology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Statistics	QUALO:0000153	doctor of philosophy in statistics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD student	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD studies	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Theoretical Physics	QUALO:0000111	doctor of philosophy in theoretical physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD Thesis	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD. in Computer Science	QUALO:0000081	doctor of philosophy in computer science	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
PhD. in Economics	QUALO:0000087	doctor of philosophy in economics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD. in Mechanical Engineering	QUALO:0000092	doctor of philosophy in mechanical engineering	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
PhD. in Psychology	QUALO:0000118	doctor of philosophy in psychology	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-30	en
Physics PhD	QUALO:0000109	doctor of philosophy in physics	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Pregrado	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	es
Priv.-Doz.	QUALO:0000203	habilitation	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-11-05	de
Resident Physician	QUALO:0000068	doctor of medicine	oboInOwl:hasNarrowSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
RNDr.	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	de
S.Pd	QUALO:0000029	bachelor of education	oboInOwl:hasExactSynonym	OMO:0003000	orcid:0000-0003-4423-4370	2024-10-27	id
sarjana pendidikan	QUALO:0000029	bachelor of education	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	id
Tezli Yüksek Lisans	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	tk
Undergraduate	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Undergraduate student	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Undergraduation	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
University graduate	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Veterinarian	QUALO:0000070	doctor of veterinary medicine	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	en
Yüksek Lisans	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	tr
YÜKSEK LİSANS	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	tr
Бакалавр	QUALO:0000003	bachelor's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	ru
магистр	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	ru
магістр	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	uk
博士研究生	QUALO:0000016	doctor of philosophy	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-27	zh
硕士研究生	QUALO:0000004	master's degree	oboInOwl:hasExactSynonym		orcid:0000-0003-4423-4370	2024-10-26	zh
